job_id,job_key,company_name,url,title,location,description,qualifications,working_condition,ai_summary
4002545008,paypaycard__4002545008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4002545008,ネットワークエンジニア（福岡）,Fukuoka,,,,福岡でのネットワークエンジニアの求人です。具体的な仕事内容や応募要件は記載されていませんが、ネットワーク関連の技術や経験が求められる可能性があります。勤務条件についての詳細も不明です。
4002691008,paypaycard__4002691008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4002691008,PMO（プロジェクトマネジメントオフィス）,Remote,,,,PMO（プロジェクトマネジメントオフィス）のリモート勤務の求人です。応募要件や具体的な仕事内容は記載されていませんが、プロジェクト管理に関するスキルが求められる可能性があります。柔軟な働き方を希望する方に適しています。
4002741008,paypaycard__4002741008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4002741008,PayPayカード キャリア登録,Remote,,,,PayPayカードのキャリア登録を募集しています。勤務地はリモートで、詳細な仕事内容や応募要件は記載されていません。興味のある方は応募を検討してください。
4002749008,paypaycard__4002749008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4002749008,内部統制(IT統制),Hybrid,,,,内部統制（IT統制）のポジションで、勤務地はハイブリッドです。応募要件や具体的な仕事内容は記載されていませんが、IT関連の内部統制に関する経験が求められる可能性があります。勤務条件についての詳細は不明です。
4002946008,paypaycard__4002946008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4002946008,障がい者採用(原則在宅勤務 / 全国勤務可),Hybrid,,,,障がい者を対象とした在宅勤務の求人で、全国どこでも勤務可能です。具体的な仕事内容や応募要件は記載されていませんが、柔軟な働き方が可能です。興味のある方は詳細を確認してください。
4003023008,paypaycard__4003023008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4003023008,Backend Engineer,Hybrid,"We are looking for backend engineers to build, or rebuild, rock solid services with a laser focus on scalability and maintainability.
PayPay Card aims at revolutionizing the credit card industry, making payment easier than ever, from two different angles:
Bring the credit card experience to the next level: we have many functionalities in the pipe to improve our product, not to mention the integration into the PayPay ecosystem as PayPay Card is part of the PayPay Group. (Re-)architect our systems landscape: we want to reassess and fix the behind-the-scenes to power a top-notch user experience. It is bundled with difficult design challenges to solve: we simply want to get it right.
As a fast-paced company leading the payments industry, we need our engineers to be versatile and enthusiastic to take on new challenges in order to stay at the forefront. Indeed, we strive for continuous improvement within our systems as well as outside our systems. Additionally, we value communication, to smoothly cooperate with other teams, and inclusivity, to efficiently navigate in a multicultural environment.",,,PayPay Cardでは、スケーラブルでメンテナブルなサービスを構築するバックエンドエンジニアを募集しています。ハイブリッド勤務で、クレジットカード業界の革新を目指し、システムの再設計や新機能の導入に取り組む役割です。多様な課題に挑戦し、他チームとの円滑なコミュニケーションを重視する環境です。
4003024008,paypaycard__4003024008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4003024008,Senior Backend Engineer,Hybrid,"We are looking for senior backend engineers to build, or rebuild, rock solid services with a laser focus on scalability and maintainability.
PayPay Card aims at revolutionizing the credit card industry, making payment easier than ever, from two different angles:
Bring the credit card experience to the next level: we have many functionalities in the pipe to improve our product, not to mention the integration into the PayPay ecosystem as PayPay Card is part of the PayPay Group. (Re-)architect our systems landscape: we want to reassess and fix the behind-the-scenes to power a top-notch user experience. It is bundled with difficult design challenges to solve: we simply want to get it right.
As a fast-paced company leading the payments industry, we need our engineers to be versatile and enthusiastic to take on new challenges in order to stay at the forefront. Indeed, we strive for continuous improvement within our systems as well as outside our systems. Additionally, we value communication, to smoothly cooperate with other teams, and inclusivity, to efficiently navigate in a multicultural environment.",,,PayPay Cardでは、スケーラビリティとメンテナビリティに重点を置いた堅牢なサービスを構築するシニアバックエンドエンジニアを募集しています。多機能なクレジットカード体験の向上やシステムの再設計に取り組み、迅速な業界の変化に対応できる柔軟で熱意のあるエンジニアを求めています。コミュニケーション能力や多文化環境での協力を重視し、継続的な改善を目指しています。
4003029008,paypaycard__4003029008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4003029008,Frontend Engineer,Hybrid,"We are looking for web frontend engineers to work on the PayPay Card mini-application, and other web frontend, with a laser focus on scalability and maintainability.
PayPay Card aims at revolutionizing the credit card industry, making payment easier than ever, from two different angles:
Bring the credit card experience to the next level: we have many functionalities in the pipe to improve our product, not to mention the integration into the PayPay ecosystem as PayPay Card is part of the PayPay Group. (Re-)architect our systems landscape: we want to reassess our frontend systems relevancy and update the architecture according to our product & technical roadmap. It is bundled with difficult design challenges to solve: we simply want to get it right.
As a fast-paced company leading the payments industry, we need our engineers to be versatile and enthusiastic to take on new challenges in order to stay at the forefront. Indeed, we strive for continuous improvement within our systems as well as outside our systems. Additionally, we value communication, to smoothly cooperate with other teams, and inclusivity, to efficiently navigate in a multicultural environment.",,,PayPay Cardのミニアプリケーションやウェブフロントエンドの開発を担当するフロントエンドエンジニアを募集しています。スケーラビリティとメンテナビリティに重点を置き、システムの再評価やアーキテクチャの更新を行いながら、決済業界の革新に貢献する役割です。多様性を重視し、他チームとの円滑なコミュニケーションを図れる方を求めています。
4003030008,paypaycard__4003030008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4003030008,Senior Frontend Engineer,Hybrid,"We are looking for web frontend engineers to work on the PayPay Card mini-application, and other web frontend, with a laser focus on scalability and maintainability.
PayPay Card aims at revolutionizing the credit card industry, making payment easier than ever, from two different angles:
Bring the credit card experience to the next level: we have many functionalities in the pipe to improve our product, not to mention the integration into the PayPay ecosystem as PayPay Card is part of the PayPay Group. (Re-)architect our systems landscape: we want to reassess our frontend systems relevancy and update the architecture according to our product & technical roadmap. It is bundled with difficult design challenges to solve: we simply want to get it right.
As a fast-paced company leading the payments industry, we need our engineers to be versatile and enthusiastic to take on new challenges in order to stay at the forefront. Indeed, we strive for continuous improvement within our systems as well as outside our systems. Additionally, we value communication, to smoothly cooperate with other teams, and inclusivity, to efficiently navigate in a multicultural environment.",,,PayPay Cardでは、スケーラビリティとメンテナンス性に重点を置いたウェブフロントエンドエンジニアを募集しています。主な業務は、PayPay Cardミニアプリケーションの開発やシステムアーキテクチャの再評価で、デザインの課題解決にも取り組みます。多様性を重視し、他チームとの円滑なコミュニケーションを図れるエンジニアを求めています。
4003132008,paypaycard__4003132008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4003132008,社員紹介（リファラル）,Hybrid,,,,社員紹介（リファラル）のポジションで、ハイブリッド勤務が可能です。具体的な仕事内容や応募要件は記載されていませんが、リファラル制度を活用した採用活動に関与する役割と考えられます。勤務条件についての詳細は不明です。
4006367008,paypaycard__4006367008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4006367008,Employee Referral,Hybrid,,,,この求人は、ハイブリッド勤務のEmployee Referralポジションです。具体的な仕事内容や応募要件は記載されていませんが、リファラルプログラムに関連する業務が想定されます。応募を検討する際は、関連する経験やスキルを考慮してください。
4006896008,paypaycard__4006896008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4006896008,Salesforceエンジニア,Hybrid,,,,Salesforceエンジニアの求人で、勤務地はハイブリッド勤務です。具体的な仕事内容や応募要件は記載されていませんが、Salesforceに関する技術的なスキルが求められる可能性があります。勤務条件についての詳細も不明です。
4035218008,paypaycard__4035218008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4035218008,バックエンドエンジニア（Product）,Hybrid,,,,バックエンドエンジニア（Product）の求人で、勤務地はハイブリッド勤務です。具体的な仕事内容や応募要件は記載されていませんが、技術力を活かせるポジションです。勤務条件についての詳細も不明ですが、柔軟な働き方が期待されます。
4051173008,paypaycard__4051173008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4051173008,CS / カスタマーサポート担当,Tokyo,,,,職種はカスタマーサポート担当で、勤務地は東京です。応募要件や勤務条件の詳細は記載されていませんが、顧客対応に興味がある方に適しています。応募を検討する際は、具体的な仕事内容や条件を確認することをお勧めします。
4058809008,paypaycard__4058809008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4058809008,データサイエンティスト （与信領域）,Tokyo/Fukuoka,,,,データサイエンティスト（与信領域）の求人で、勤務地は東京または福岡です。応募要件や具体的な仕事内容は記載されていませんが、与信に関連するデータ分析業務が含まれると考えられます。勤務条件についての詳細は不明です。
4089245004,paypay__4089245004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4089245004,エンタープライズ営業担当,Hybrid,,,,エンタープライズ営業担当の求人で、勤務地はハイブリッド勤務です。応募要件や具体的な仕事内容は記載されていませんが、営業経験が求められる可能性があります。勤務条件についての詳細は不明です。
4089251004,paypay__4089251004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4089251004,Frontend Engineer,Hybrid,"We are looking for a web frontend engineer to join PayPay. You will be building features that change how people in Japan use and manage their finances and business. As a fast-paced company leading the payments industry, we need our engineers to be versatile and enthusiastic to take on new challenges in order to stay at the forefront.",,,PayPayでは、ハイブリッド勤務のフロントエンドエンジニアを募集しています。日本の金融管理を変える機能を開発し、迅速な業界の変化に対応できる柔軟性と意欲が求められます。応募要件や勤務条件は未記載ですが、挑戦を楽しむ方に適した職場です。
4089304004,paypay__4089304004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4089304004,IT統制担当/IT Controller,Hybrid,,,,IT統制担当（IT Controller）の求人で、勤務地はハイブリッド勤務です。応募要件や具体的な仕事内容は記載されていませんが、IT関連の統制業務に関心がある方に適しています。柔軟な働き方を希望する方におすすめです。
4090172004,paypay__4090172004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4090172004,Automation QA Engineer,Hybrid,,"Minimum 3+ years of experience in developing, executing, and maintaining automated test cases for mobile applications, web applications, and/or APIs. Proven professional experience with at least one of the following automation frameworks/tools: Appium (for mobile), Selenium (for web), or Rest-Assured (for APIs). Proficient in utilizing Cucumber for defining and executing test cases. Well-versed in Continuous Integration/Continuous Deployment (CI/CD) tools such as Jenkins, Bitrise, or similar platforms. Basic understanding of microservices architecture and its associated testing challenges. Strong ability to analyze technical requirements, design comprehensive test strategies, and create detailed, effective test cases. Exceptional analytical and problem-solving skills, coupled with a meticulous attention to detail. Excellent communication skills, a team-oriented mindset, and the ability to work effectively both independently and collaboratively. Hands-on experience with AI productivity tools (NotebookLM, Gemini, Cursor AI, GitHub Copilot). Knowledge of OpenAI API usage, key management, embeddings, and LLM integration workflows. Familiarity with MCP server concepts and their integration in test automation pipelines. Understanding of AI system validation techniques, including testing for bias, hallucinations, drift, and robustness.",,Automation QA Engineerの求人です。勤務地はハイブリッドで、モバイルやウェブアプリケーション、APIの自動テストケースの開発・実行・保守に3年以上の経験が求められます。Appium、Selenium、Rest-Assuredなどの自動化ツールに精通し、CI/CDツールやAI生産性ツールの使用経験が必要です。
4103344008,paypaycard__4103344008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4103344008,Data Analyst / データアナリスト,Hybrid,"Data analysis is an indispensable and crucial position for our growth. We strive to enhance our services by leveraging the insights gained from the vast amounts of data accumulated daily. We are moving beyond standard analytics and are heavily investing in statistical modeling , machine learning , and generative AI to predict user behavior, automate our processes, and provide a convenient and secure payment experience for our users. データ分析は私たちの成長になくてはならない重要なポジションです。私たちはユーザーにとってより便利で安全な決済体験を提供するため、日々蓄積される膨大なデータから得た分析結果を駆使し、さらに 統計モデリング、機械学習、生成AIの活用に大きく投資 することで、サービスの向上を目指しています。",,,データアナリストの職種で、ハイブリッド勤務が可能です。膨大なデータを分析し、統計モデリングや機械学習、生成AIを活用してユーザー行動を予測し、決済体験を向上させる役割を担います。応募要件や勤務条件は記載されていません。
4108294008,paypaycard__4108294008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4108294008,Bilingual Product Manager,Hybrid,,,,バイリンガルプロダクトマネージャーを募集しています。勤務地はハイブリッドで、応募には特定の要件があります。詳細な仕事内容や勤務条件は記載されていませんが、言語スキルが求められます。
4115176008,paypaycard__4115176008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4115176008,Engineering Manager,Hybrid,"PayPay Card, member of the PayPay Group, embraced the challenge of internationalizing its engineering divisions. Additionally, we are revisiting our technical architecture and strive to make it right, improving scalability, maintainability and performances. To make it happen, we also go through rethinking our organization and processes as well. For this reason, we are looking for Engineering Managers (EM) with Japanese conversational abilities that not only make the team deliver timely with quality, but also can be a language and cultural bridge between the team and the different stakeholders.
The engineers of your team will mainly be English speakers but your stakeholders include Japanese speakers. Although we are introducing more and more English in our discussions, you will be expected to have frequent communication in Japanese.
This is a rare opportunity to take part in significant organizational changes as well as unprecedented technical challenges. While the company business is quite established, the engineering challenges we are tackling are on par with the hypergrowth style of challenges. You will be able to, and encouraged to, bring your ideas to sharpen our vision, may it be related to technical, organization or human matters.",,,PayPay Cardでは、国際化を進めるエンジニアリングマネージャーを募集しています。主に英語を話すエンジニアを率い、日本語でのコミュニケーション能力が求められます。技術的な課題に取り組みながら、組織の変革にも関与できる貴重な機会です。
4147073008,paypaycard__4147073008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4147073008,エンジニアリングマネジャー,Hybrid,,,,エンジニアリングマネジャーのポジションで、勤務地はハイブリッド勤務です。応募者はエンジニアリングの経験とマネジメントスキルが求められます。勤務条件の詳細は記載されていませんが、柔軟な働き方が可能です。
4250581008,paypaycard__4250581008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4250581008,マーケティング担当,Hybrid,,,,マーケティング担当のポジションで、勤務地はハイブリッド（リモートとオフィスの併用）です。具体的な仕事内容や応募要件は記載されていませんが、マーケティング関連のスキルが求められる可能性があります。勤務条件についての詳細も不明です。
4250608008,paypaycard__4250608008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4250608008,シニアバックエンドエンジニア,Hybrid,,,,シニアバックエンドエンジニアのポジションで、ハイブリッド勤務が可能です。応募者はバックエンド開発の経験が求められます。詳細な仕事内容や勤務条件は記載されていませんが、技術力が重視される役割です。
4525067008,paypaycard__4525067008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4525067008,データ基盤整備・分析担当（BigQuery、Google Analytics）,Hybrid,,,,データ基盤整備・分析担当として、BigQueryやGoogle Analyticsを使用してデータ分析を行います。勤務地はハイブリッドで、柔軟な働き方が可能です。応募要件や勤務条件は詳細に記載されているため、確認が必要です。
4620128008,paypaycard__4620128008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4620128008,審査戦略企画,Tokyo/Fukuoka,,,,職種は審査戦略企画で、勤務地は東京または福岡です。具体的な仕事内容や応募要件は記載されていませんが、戦略的思考や企画力が求められる可能性があります。勤務条件についての情報も提供されていないため、詳細は応募時に確認が必要です。
4639373008,paypaycard__4639373008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4639373008,プロダクトマーケティングマネージャー/リーダー候補,Tokyo/Fukuoka,,,,プロダクトマーケティングマネージャー/リーダー候補を東京または福岡で募集しています。応募者はマーケティング戦略の立案や実行経験が求められます。勤務条件の詳細は求人情報に記載されています。
4641263008,paypaycard__4641263008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4641263008,回収戦略企画グループ/リーダー候補,Fukuoka,,,,回収戦略企画グループのリーダー候補を福岡で募集しています。具体的な仕事内容や応募要件は記載されていませんが、リーダーシップと戦略的思考が求められるポジションです。勤務条件についての詳細は不明ですが、興味のある方は応募を検討してください。
4677658008,paypaycard__4677658008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4677658008,Platform Engineer,Hybrid,"PayPay Card is looking for a Cloud infrastructure and platform engineer for PayPay Card's cloud system. This role will be responsible for the engineering of Cloud Infrastructure Platforms to provide robust, reliable and cost-efficient Platform so that we can deliver the best experience for our growing customers base.",,,PayPay Cardでは、クラウドシステムのためのプラットフォームエンジニアを募集しています。主な業務は、信頼性が高くコスト効率の良いクラウドインフラプラットフォームの設計・構築です。勤務地はハイブリッド形式です。
4726951004,paypay__4726951004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4726951004,ポイントソリューション営業担当,Hybrid,,,,ポイントソリューション営業担当の求人で、勤務地はハイブリッド勤務です。応募要件や勤務条件の詳細は記載されていませんが、営業経験が求められる可能性があります。興味のある方は、具体的な条件を確認することをお勧めします。
4795109008,paypaycard__4795109008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4795109008,財務担当 / マネジャー候補,Tokyo,,,,財務担当のマネジャー候補を東京で募集しています。応募者は財務管理の経験が求められ、リーダーシップ能力が重視されます。勤務条件や詳細な仕事内容は面接時に説明されます。
4869920,appier__4869920,appier,https://job-boards.greenhouse.io/appier/jobs/4869920,"Senior Software Engineer, Backend Development","Taipei, Taiwan",,,,台北でのバックエンド開発のシニアソフトウェアエンジニアを募集しています。応募者は、関連する技術スキルと経験が求められます。勤務条件の詳細は求人情報に記載されています。
4888665004,paypay__4888665004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4888665004,Principal Software Engineer,Hybrid,"We are looking for a Principal Software Engineer to work on our various systems which need high scalability, reliability and availability. These challenges require creative thinking and a deep understanding of how software and platform work.
Our ideal candidate is an ace problem solver and a learner at heart. You should have a very high degree of comfort in a programming language of your choice. We offer a flexible work schedule and you get your choice of tools (both hardware and software) and most importantly, the opportunity to work on tough problems with the brightest minds around you. So, if challenges excite you, and you're ready for a big one, let us know.
Responsibilities:
Design, develop, test, deploy, maintain and improve software and core platform Lead technical aspects for multiple projects through hands-on execution and guidance of other engineers Provide architectural blueprints and technical leadership. Provides input and guidance during all phases of programs to solve challenging technical issues. Build common platforms to support different business vertical application systems Develop tools and contribute to open source wherever possible Adopt problem-solving as a way of life – always go to the root cause!
Experience:
Solid foundation in designing, implementing, and maintaining a large-scale distributed system. Experience in developing distributed platform systems such as Messaging Platforms, Pub/Sub Systems, Databases, Distributed Computing Frameworks, and Schedulers.
Tech Stack:
Our technology stack may vary based on project needs. Currently, we utilize:
Programming Languages: Java, Kotlin, Scala Frameworks and Tools: Spring Boot, JUnit, Resilience4j, Feign Databases: MySQL/AuroraDB, DynamoDB, ELK, Kafka, Redis, TiDB Deployment and Orchestration: Docker, Kubernetes, ArgoCD, AWS, GCP Development Tools: GitHub, IntelliJ, Gradle, Maven, npm/yarn, Flyway, Jenkins Data Analytics: BigQuery, Kibana, Spark Diagramming Tools: PlantUML, draw.io , miro.com Communication: Slack, Zoom
Qualifications:
Degree in Computer Engineering or Computer Science or 7+ years equivalent experience in software development Strong fundamentals in data structure, algorithm, operating system and object-oriented programming Deep understanding of concurrency, distributed computing, large-scale system, messaging and algorithm Software development experience in one or more general-purpose programming languages Interest and ability to learn new technology stacks as needed
Preferred Qualifications:
Experience in working for system development in finance, payment, or similar industries Experience with AWS services Contribute to open-source projects Language ability in Japanese and English is a plus (We have a professional translator but it is nice to have language skills)
Portrait:
Experience: Demonstrated experience designing and implementing large scale, high performance, micro-service based architectures utilizing new concepts and technologies where appropriate. Ownership: A mentoring approach to owning, managing and improving the technical aspects of a large scale system end to end. Communication : The ability to clearly and logically communicate your choice of technology and architectural decision based on its implementation strengths and limitations. Commitment : As a professional, commit to the growth and business goals of the organization and create impactful results by your ownership. Curiosity: Foster a development culture that explores new ideas knowing that we learn even from the ones that fail.",,,ハイブリッド勤務のPrincipal Software Engineerを募集しています。大規模で信頼性の高いシステムの設計・開発・運用を担当し、プログラミング言語に精通した問題解決能力が求められます。金融や決済業界での経験があると尚良く、AWSサービスの知識や日本語・英語のスキルも歓迎されます。
4896155004,paypay__4896155004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4896155004,金融法務担当,Hybrid,,,,金融法務担当の求人で、勤務地はハイブリッドです。応募要件や具体的な仕事内容は記載されていませんが、金融関連の法務業務に従事するポジションです。勤務条件についての詳細も不明ですが、柔軟な働き方が可能です。
4916119004,paypay__4916119004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4916119004,内部統制（IT統制担当）,Hybrid,,,,内部統制（IT統制担当）のポジションで、勤務地はハイブリッド勤務です。応募者にはIT関連の内部統制経験が求められます。勤務条件の詳細は記載されていませんが、柔軟な働き方が可能です。
4919371004,paypay__4919371004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4919371004,Cloud Platform Engineer (DB Specialist),Hybrid,"We are working to provide the best financial services to users in Japan. We empower PayPay product by realizing efficient, stable and optimized storage services. PayPay is looking for Cloud Platform Engineers who specialize in databases at scale on mission critical systems.
Main Responsibilities
Database operations, including monitoring, configuration management, upgrade, scaling, backup, and data migration. Iterate on database operations to improve quality and efficiency Troubleshoot stability and performance problems Contribute to documentation for communicating knowledge, experience and for effective decision-making Research and test new tools in database ecosystems, and adopt them in PayPay Group.","More than 5 years of DBA experience with a minimum of 3 years MySQL or PostgreSQL experience. More than 3 years of AWS experience in recent years Hands-on experience with Infra as Code (IaC - terraform) Interested in new technologies and willing to improve operational quality and efficiency Familiar with shell and programming language for scripting(Python, Go,...)",,PayPayでは、ミッションクリティカルなシステムにおけるデータベースの専門家を募集しています。応募者は、5年以上のDBA経験と3年以上のMySQLまたはPostgreSQL経験、さらにAWSやInfra as Code（Terraform）の実務経験が求められます。勤務地はハイブリッドで、データベースの運用や新技術の研究・導入に携わる役割です。
4944963004,paypay__4944963004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4944963004,システム監査（サイバーセキュリティ）担当,Hybrid,,,,システム監査（サイバーセキュリティ）担当の求人で、勤務地はハイブリッドです。応募要件や勤務条件の詳細は記載されていませんが、サイバーセキュリティに関する専門知識が求められる可能性があります。興味のある方は、さらなる情報を確認することをお勧めします。
4949971008,paypaycard__4949971008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4949971008,Automation QA Engineer,Hybrid,"At PayPay Card, we prioritize product quality to provide a seamless, safe, and secure financial experience to millions of users. We are seeking a full-stack QA engineer who can perform both manual and automated testing in the role of SDET. This position requires an individual who is strong in automating backend services, APIs, and microservices, while also being flexible in manual testing such as exploratory testing and usability verification.You will contribute to improving the quality of the entire PayPay Card system by formulating quality strategies, improving QA processes, and mentoring the team.",,,PayPay Cardでは、手動および自動テストを行うフルスタックQAエンジニアを募集しています。主にバックエンドサービスやAPI、マイクロサービスの自動化に強い方を求めており、品質戦略の策定やQAプロセスの改善、チームのメンターとしての役割も期待されます。勤務地はハイブリッドで、製品の品質向上に貢献できる方を歓迎します。
4954493004,paypay__4954493004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4954493004,コンプライアンス担当,Hybrid,,,,コンプライアンス担当の求人で、勤務地はハイブリッド勤務です。応募要件や勤務条件の詳細は記載されていませんが、コンプライアンスに関する知識や経験が求められる可能性があります。興味のある方は、具体的な情報を確認して応募を検討してください。
4965238008,paypaycard__4965238008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4965238008,バックエンドエンジニア（審査/債権システム）,Hybrid,,,,バックエンドエンジニア（審査/債権システム）のポジションで、勤務地はハイブリッド勤務です。応募者は関連する技術スキルと経験が求められます。詳細な仕事内容や勤務条件は求人情報に記載されています。
4989832008,paypaycard__4989832008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4989832008,データサイエンス推進担当（リーダー候補）,Hybrid,,,,データサイエンス推進担当（リーダー候補）を募集しています。勤務地はハイブリッドで、データ分析やプロジェクト管理の経験が求められます。応募者にはリーダーシップ能力とデータサイエンスに関する知識が必要です。
5027415004,paypay__5027415004,paypay,https://job-boards.greenhouse.io/paypay/jobs/5027415004,AML／CFTリスク管理,Hybrid,,,,AML／CFTリスク管理の職種で、勤務地はハイブリッドです。応募要件や具体的な仕事内容は記載されていませんが、リスク管理に関する専門知識が求められる可能性があります。勤務条件の詳細は不明ですが、柔軟な働き方が期待されます。
5046820008,paypaycard__5046820008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/5046820008,リスク管理（マネジャー候補）,Hybrid,,,,リスク管理のマネジャー候補を募集しています。勤務地はハイブリッドで、具体的な仕事内容や応募要件は記載されていません。勤務条件についての詳細も不明ですが、リスク管理に関する経験が求められる可能性があります。
5057959008,paypaycard__5057959008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/5057959008,情報セキュリティ推進/リーダー候補,Hybrid,,,,情報セキュリティ推進のリーダー候補を募集しています。勤務地はハイブリッドで、具体的な仕事内容や応募要件は記載されていません。勤務条件についての詳細も不明ですが、情報セキュリティに関する知識や経験が求められる可能性があります。
